Causas (lista reducida);Sexo;Mes de fallecimiento;Total
096 Otros envenenamientos accidentales;Ambos sexos;Mayo;5
096 Otros envenenamientos accidentales;Ambos sexos;Junio;11
096 Otros envenenamientos accidentales;Hombres;Todos los meses;69
096 Otros envenenamientos accidentales;Hombres;Enero;17
096 Otros envenenamientos accidentales;Hombres;Febrero;11
096 Otros envenenamientos accidentales;Hombres;Marzo;21
096 Otros envenenamientos accidentales;Hombres;Abril;7
096 Otros envenenamientos accidentales;Hombres;Mayo;4
096 Otros envenenamientos accidentales;Hombres;Junio;9
096 Otros envenenamientos accidentales;Mujeres;Todos los meses;37
096 Otros envenenamientos accidentales;Mujeres;Enero;7
096 Otros envenenamientos accidentales;Mujeres;Febrero;9
096 Otros envenenamientos accidentales;Mujeres;Marzo;10
096 Otros envenenamientos accidentales;Mujeres;Abril;8
096 Otros envenenamientos accidentales;Mujeres;Mayo;1
096 Otros envenenamientos accidentales;Mujeres;Junio;2
097 Otros accidentes;Ambos sexos;Todos los meses;1.058
097 Otros accidentes;Ambos sexos;Enero;183
097 Otros accidentes;Ambos sexos;Febrero;159
097 Otros accidentes;Ambos sexos;Marzo;181
097 Otros accidentes;Ambos sexos;Abril;169
097 Otros accidentes;Ambos sexos;Mayo;187
097 Otros accidentes;Ambos sexos;Junio;179
097 Otros accidentes;Hombres;Todos los meses;643
097 Otros accidentes;Hombres;Enero;98
097 Otros accidentes;Hombres;Febrero;87
097 Otros accidentes;Hombres;Marzo;109
097 Otros accidentes;Hombres;Abril;108
097 Otros accidentes;Hombres;Mayo;127
097 Otros accidentes;Hombres;Junio;114
097 Otros accidentes;Mujeres;Todos los meses;415
097 Otros accidentes;Mujeres;Enero;85
097 Otros accidentes;Mujeres;Febrero;72
097 Otros accidentes;Mujeres;Marzo;72
097 Otros accidentes;Mujeres;Abril;61
097 Otros accidentes;Mujeres;Mayo;60
097 Otros accidentes;Mujeres;Junio;65
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Todos los meses;1.842
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Enero;322
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Febrero;281
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Marzo;297
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Abril;299
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Mayo;349
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Junio;294
098 Suicidio y lesiones autoinfligidas;Hombres;Todos los meses;1.342
098 Suicidio y lesiones autoinfligidas;Hombres;Enero;236
098 Suicidio y lesiones autoinfligidas;Hombres;Febrero;210
098 Suicidio y lesiones autoinfligidas;Hombres;Marzo;212
098 Suicidio y lesiones autoinfligidas;Hombres;Abril;224
098 Suicidio y lesiones autoinfligidas;Hombres;Mayo;247
098 Suicidio y lesiones autoinfligidas;Hombres;Junio;213
098 Suicidio y lesiones autoinfligidas;Mujeres;Todos los meses;500
098 Suicidio y lesiones autoinfligidas;Mujeres;Enero;86
098 Suicidio y lesiones autoinfligidas;Mujeres;Febrero;71
098 Suicidio y lesiones autoinfligidas;Mujeres;Marzo;85
098 Suicidio y lesiones autoinfligidas;Mujeres;Abril;75
098 Suicidio y lesiones autoinfligidas;Mujeres;Mayo;102
098 Suicidio y lesiones autoinfligidas;Mujeres;Junio;81
099  Agresiones (Homicidio);Ambos sexos;Todos los meses;139
099  Agresiones (Homicidio);Ambos sexos;Enero;15
099  Agresiones (Homicidio);Ambos sexos;Febrero;31
099  Agresiones (Homicidio);Ambos sexos;Marzo;29
099  Agresiones (Homicidio);Ambos sexos;Abril;24
099  Agresiones (Homicidio);Ambos sexos;Mayo;17
099  Agresiones (Homicidio);Ambos sexos;Junio;23
099  Agresiones (Homicidio);Hombres;Todos los meses;100
099  Agresiones (Homicidio);Hombres;Enero;10
099  Agresiones (Homicidio);Hombres;Febrero;23
099  Agresiones (Homicidio);Hombres;Marzo;21
099  Agresiones (Homicidio);Hombres;Abril;16
099  Agresiones (Homicidio);Hombres;Mayo;14
099  Agresiones (Homicidio);Hombres;Junio;16
099  Agresiones (Homicidio);Mujeres;Todos los meses;39
099  Agresiones (Homicidio);Mujeres;Enero;5
099  Agresiones (Homicidio);Mujeres;Febrero;8
099  Agresiones (Homicidio);Mujeres;Marzo;8
099  Agresiones (Homicidio);Mujeres;Abril;8
099  Agresiones (Homicidio);Mujeres;Mayo;3
099  Agresiones (Homicidio);Mujeres;Junio;7
100 Eventos de intención no determinada;Ambos sexos;Todos los meses;127
100 Eventos de intención no determinada;Ambos sexos;Enero;23
100 Eventos de intención no determinada;Ambos sexos;Febrero;27
100 Eventos de intención no determinada;Ambos sexos;Marzo;19
100 Eventos de intención no determinada;Ambos sexos;Abril;19
100 Eventos de intención no determinada;Ambos sexos;Mayo;17
100 Eventos de intención no determinada;Ambos sexos;Junio;22
100 Eventos de intención no determinada;Hombres;Todos los meses;92
100 Eventos de intención no determinada;Hombres;Enero;16
100 Eventos de intención no determinada;Hombres;Febrero;21
100 Eventos de intención no determinada;Hombres;Marzo;14
100 Eventos de intención no determinada;Hombres;Abril;12
100 Eventos de intención no determinada;Hombres;Mayo;12
100 Eventos de intención no determinada;Hombres;Junio;17
100 Eventos de intención no determinada;Mujeres;Todos los meses;35
100 Eventos de intención no determinada;Mujeres;Enero;7
100 Eventos de intención no determinada;Mujeres;Febrero;6
100 Eventos de intención no determinada;Mujeres;Marzo;5
100 Eventos de intención no determinada;Mujeres;Abril;7
100 Eventos de intención no determinada;Mujeres;Mayo;5
100 Eventos de intención no determinada;Mujeres;Junio;5
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Todos los meses;100
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Enero;12
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Febrero;16
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Marzo;15
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Abril;17
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Mayo;14
101 Complicaciones de la atención médica y quirúrgica;Ambos sexos;Junio;26
101 Complicaciones de la atención médica y quirúrgica;Hombres;Todos los meses;54
101 Complicaciones de la atención médica y quirúrgica;Hombres;Enero;7
101 Complicaciones de la atención médica y quirúrgica;Hombres;Febrero;8
101 Complicaciones de la atención médica y quirúrgica;Hombres;Marzo;8
101 Complicaciones de la atención médica y quirúrgica;Hombres;Abril;8
101 Complicaciones de la atención médica y quirúrgica;Hombres;Mayo;6
101 Complicaciones de la atención médica y quirúrgica;Hombres;Junio;17
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Todos los meses;46
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Enero;5
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Febrero;8
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Marzo;7
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Abril;9
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Mayo;8
101 Complicaciones de la atención médica y quirúrgica;Mujeres;Junio;9
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Todos los meses;52
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Enero;10
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Febrero;8
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Marzo;9
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Abril;10
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Mayo;8
102 Otras causas externas y sus efectos tardíos;Ambos sexos;Junio;7
102 Otras causas externas y sus efectos tardíos;Hombres;Todos los meses;35
102 Otras causas externas y sus efectos tardíos;Hombres;Enero;5
102 Otras causas externas y sus efectos tardíos;Hombres;Febrero;4
102 Otras causas externas y sus efectos tardíos;Hombres;Marzo;7
102 Otras causas externas y sus efectos tardíos;Hombres;Abril;9
102 Otras causas externas y sus efectos tardíos;Hombres;Mayo;4
102 Otras causas externas y sus efectos tardíos;Hombres;Junio;6
102 Otras causas externas y sus efectos tardíos;Mujeres;Todos los meses;17
102 Otras causas externas y sus efectos tardíos;Mujeres;Enero;5
102 Otras causas externas y sus efectos tardíos;Mujeres;Febrero;4
102 Otras causas externas y sus efectos tardíos;Mujeres;Marzo;2
102 Otras causas externas y sus efectos tardíos;Mujeres;Abril;1
102 Otras causas externas y sus efectos tardíos;Mujeres;Mayo;4
102 Otras causas externas y sus efectos tardíos;Mujeres;Junio;1
