edad,genero,horas_estudio,asistencia,nivel_socioeconomico,acceso_internet,actividades_extracurriculares,estado_emocional,nota_promedio_anterior,apoyo_familiar,rendimiento_academico
16,1,0.8,97,1,1,0,2,64.3,3,Bajo
20,0,5.1,61,1,1,0,3,61.0,2,Bajo
22,1,1.1,89,1,1,1,3,52.0,1,Bajo
21,0,6.7,74,1,1,1,1,84.4,2,Medio
15,0,7.7,94,3,0,0,2,69.5,3,Medio
19,0,1.1,62,1,0,1,1,60.8,1,Bajo
16,0,3.0,97,3,1,1,3,75.8,2,Medio
20,0,7.5,75,3,0,0,3,94.0,2,Medio
21,1,3.8,60,2,1,1,2,61.6,2,Bajo
21,1,4.3,89,2,0,1,1,80.7,1,Medio
17,0,6.0,72,2,1,1,3,95.9,2,Medio
21,0,1.7,62,1,1,0,2,69.1,1,Bajo
19,1,7.8,82,1,0,0,3,97.4,1,Medio
22,0,6.2,77,2,1,1,1,50.6,2,Bajo
22,1,1.3,53,1,0,0,1,55.9,3,Bajo
21,0,0.9,77,2,0,1,2,76.7,2,Bajo
20,1,7.5,83,3,0,0,2,74.9,3,Medio
16,0,5.5,59,3,1,0,3,99.1,3,Bajo
20,1,0.3,98,3,1,0,1,57.1,2,Bajo
23,0,1.1,57,3,1,1,3,99.5,1,Bajo
16,0,0.4,58,2,1,0,1,92.6,2,Bajo
15,0,7.8,67,3,0,0,1,61.1,1,Bajo
19,0,4.0,51,3,0,0,3,68.4,3,Bajo
20,0,3.7,67,1,0,1,3,56.0,3,Bajo
17,1,7.6,89,3,1,0,3,95.4,3,Alto
22,0,4.0,51,3,0,1,1,69.3,1,Bajo
21,0,4.1,71,2,1,0,1,51.9,1,Bajo
16,0,7.9,65,1,0,0,2,78.9,1,Medio
21,0,0.9,86,1,1,1,1,62.9,3,Bajo
15,1,7.9,81,1,0,0,2,69.2,2,Medio
23,1,1.3,59,1,0,0,1,73.5,2,Bajo
21,1,3.8,90,2,1,0,2,53.8,3,Bajo
20,0,2.7,83,2,0,0,1,74.5,3,Medio
16,0,7.6,97,2,0,0,3,64.4,1,Bajo
17,0,3.9,65,3,1,0,3,85.6,2,Medio
15,0,0.2,98,1,0,0,3,62.8,2,Bajo
24,0,1.8,83,1,1,1,2,97.2,1,Bajo
19,1,3.4,86,2,1,1,2,87.1,3,Medio
23,1,5.4,89,1,0,0,3,56.0,3,Bajo
20,1,4.5,83,3,1,1,3,57.0,2,Bajo
19,0,6.8,93,1,0,1,1,68.0,3,Medio
17,1,6.6,62,3,1,1,2,51.4,1,Bajo
19,1,4.7,97,1,0,0,2,52.4,1,Bajo
22,0,4.6,86,1,0,1,2,85.9,2,Medio
16,1,2.2,61,2,0,1,1,66.4,2,Medio
19,0,7.7,64,3,0,0,2,60.2,1,Bajo
20,0,0.6,79,1,0,1,2,68.4,3,Bajo
24,0,3.2,80,1,0,1,3,99.1,2,Medio
22,0,5.3,78,2,1,0,3,95.1,3,Medio
22,0,7.6,83,3,0,0,2,62.7,3,Bajo
19,1,4.0,81,3,0,0,3,53.8,2,Bajo
23,0,7.2,93,2,0,1,1,66.4,1,Medio
18,0,0.8,72,1,1,1,3,50.4,1,Bajo
23,1,4.3,59,3,0,1,2,61.1,3,Bajo
21,0,2.5,57,2,1,0,2,81.2,2,Bajo
20,0,6.4,70,2,0,1,3,54.5,3,Bajo
18,1,3.6,60,2,1,0,3,58.6,2,Bajo
16,1,3.8,61,2,0,0,3,71.6,2,Medio
22,0,0.5,98,2,0,0,3,85.8,1,Bajo
20,1,3.5,88,1,1,1,2,76.4,3,Medio
17,0,0.6,96,3,1,0,3,86.7,1,Bajo
21,1,2.4,68,2,1,0,2,54.6,2,Bajo
24,1,1.0,83,1,0,1,2,58.1,3,Bajo
21,0,2.7,87,1,1,0,2,94.5,2,Medio
20,0,1.8,83,2,1,0,3,98.0,3,Bajo
16,0,2.3,95,3,1,1,3,91.0,2,Medio
22,1,1.2,75,2,1,1,2,86.0,3,Bajo
15,1,3.5,89,2,1,0,3,52.6,2,Bajo
15,1,4.0,65,3,1,0,3,99.9,3,Medio
20,0,6.7,68,2,1,1,3,60.5,1,Bajo
19,1,4.3,99,1,0,0,3,70.6,3,Medio
23,0,1.8,78,1,1,0,3,81.4,2,Bajo
21,0,5.9,94,3,1,1,1,77.1,3,Medio
16,1,2.4,87,3,1,0,1,99.5,3,Medio
21,1,6.1,85,2,1,1,1,79.6,3,Medio
17,1,3.1,70,1,1,0,3,61.1,2,Bajo
15,1,4.1,59,1,1,0,3,78.2,3,Bajo
22,1,4.0,96,2,1,0,1,66.3,3,Medio
17,0,7.6,72,3,0,0,1,83.3,2,Medio
22,1,1.2,93,1,1,0,1,52.0,2,Bajo
21,0,7.5,93,1,0,0,2,63.8,3,Bajo
16,1,4.5,56,2,1,1,3,77.4,3,Bajo
15,1,7.9,87,3,0,1,2,88.8,2,Alto
21,0,4.6,54,2,0,1,1,91.7,2,Bajo
15,1,5.3,68,1,1,0,2,95.7,1,Medio
20,1,6.0,95,2,1,0,1,68.9,2,Medio
24,0,6.6,82,2,0,0,2,79.4,1,Medio
24,0,3.8,73,3,0,1,3,79.3,3,Medio
22,1,5.4,92,2,0,0,2,95.0,2,Alto
21,1,4.9,72,1,0,0,3,92.3,2,Medio
18,1,3.3,71,1,0,0,1,71.2,1,Medio
15,0,6.6,85,3,0,1,2,79.8,1,Medio
15,1,1.5,95,2,0,1,3,95.8,1,Bajo
18,1,1.3,70,3,1,1,3,100.0,1,Bajo
19,1,5.9,67,2,1,0,3,86.9,2,Medio
21,0,5.1,87,3,0,0,2,53.4,2,Bajo
18,1,2.5,76,2,0,1,1,94.6,1,Medio
24,0,5.1,86,3,1,0,3,73.9,1,Medio
15,0,6.2,98,2,0,0,3,67.5,3,Medio
24,0,1.7,74,1,1,0,2,64.5,3,Bajo
21,0,4.7,88,2,0,1,3,90.2,1,Medio
16,0,6.6,79,2,0,1,3,94.9,2,Medio
16,1,3.3,92,2,1,1,2,84.3,2,Medio
22,0,4.6,63,3,0,1,1,53.0,1,Bajo
24,1,0.6,83,1,1,0,2,99.3,2,Bajo
24,1,6.6,81,3,0,1,2,77.9,2,Medio
24,0,6.4,80,1,1,1,2,91.4,1,Medio
19,0,3.7,98,3,1,1,2,86.1,3,Medio
24,0,1.0,51,2,1,0,3,66.8,3,Bajo
16,0,5.3,96,2,0,0,1,95.9,3,Alto
19,1,4.6,88,3,1,1,3,65.2,2,Medio
22,1,7.4,84,2,0,0,1,99.0,1,Medio
20,0,2.2,72,3,1,1,3,99.2,3,Medio
17,0,0.3,55,3,1,1,3,52.2,3,Bajo
22,1,2.0,70,1,0,1,2,56.5,1,Bajo
23,1,3.4,75,2,0,0,2,61.7,2,Bajo
19,0,1.2,79,2,1,0,3,68.5,1,Bajo
16,1,7.8,90,2,1,1,2,82.7,3,Alto
16,1,1.8,91,3,0,0,1,68.3,1,Bajo
21,1,5.4,79,1,0,0,2,96.9,3,Medio
15,0,3.6,57,2,0,1,3,73.8,3,Bajo
24,0,4.4,88,3,0,0,3,77.9,1,Medio
16,1,7.5,82,2,0,1,3,81.3,3,Alto
24,0,4.3,59,1,1,0,3,71.3,2,Bajo
18,1,2.4,67,3,0,0,1,81.7,3,Medio
15,1,1.8,97,3,0,1,3,54.5,2,Bajo
18,0,7.1,85,3,0,1,2,75.1,1,Medio
24,0,7.9,90,3,1,0,3,66.5,3,Medio
19,1,2.0,99,1,1,1,3,60.1,3,Bajo
23,0,5.8,60,3,0,0,2,51.9,1,Bajo
15,0,4.0,93,3,1,1,1,89.0,3,Medio
19,0,5.6,57,3,0,0,2,56.1,2,Bajo
16,0,7.7,50,1,0,0,1,58.5,3,Bajo
23,1,2.2,57,2,1,1,3,58.4,3,Bajo
20,1,5.9,54,2,1,0,1,99.0,1,Bajo
16,0,3.5,50,1,1,0,3,62.7,1,Bajo
17,1,5.2,52,1,0,0,1,59.3,1,Bajo
22,0,3.3,76,3,1,1,3,98.5,3,Medio
15,0,5.7,94,1,0,0,2,81.4,1,Medio
17,0,2.7,97,2,0,0,3,84.1,3,Medio
24,1,3.9,72,2,0,1,3,90.7,2,Medio
15,1,5.7,93,2,1,0,3,77.3,3,Medio
22,1,0.3,88,1,1,0,3,77.1,2,Bajo
15,0,2.6,89,1,1,1,1,99.9,1,Medio
19,1,4.4,60,3,0,0,1,84.5,2,Bajo
18,1,0.6,94,3,0,1,2,85.6,3,Bajo
21,0,5.6,60,3,0,0,1,54.4,2,Bajo
19,0,6.5,85,3,1,0,2,55.7,3,Bajo
22,0,1.3,87,3,0,1,3,75.4,1,Bajo
15,0,5.9,80,1,0,1,1,86.4,1,Medio
19,1,5.2,73,2,1,1,2,87.7,1,Medio
18,1,3.3,68,3,0,1,3,89.2,1,Medio
17,0,1.3,81,3,1,1,2,85.6,3,Bajo
19,0,7.6,89,2,1,1,2,55.9,2,Bajo
24,0,3.7,87,2,1,0,2,91.7,3,Medio
17,0,1.5,66,2,1,1,1,88.3,2,Bajo
22,1,5.7,99,2,1,1,1,68.7,2,Medio
17,0,4.9,84,1,1,0,2,70.4,2,Medio
15,0,6.5,61,2,0,0,2,77.7,3,Medio
23,1,8.0,64,3,1,0,2,99.6,2,Medio
23,0,0.4,88,2,0,1,2,87.2,1,Bajo
20,0,5.9,62,3,0,1,2,91.9,2,Medio
24,0,7.9,79,1,1,1,1,60.3,3,Bajo
15,0,4.3,91,3,1,1,2,75.3,1,Medio
22,0,5.7,68,1,0,1,2,78.1,3,Medio
16,1,3.5,58,3,1,0,2,52.2,2,Bajo
23,1,2.9,77,1,1,0,2,55.6,3,Bajo
22,1,5.6,93,2,1,0,3,60.7,2,Bajo
17,1,7.9,92,1,1,0,2,94.2,3,Alto
19,0,0.7,74,2,0,1,3,88.8,1,Bajo
23,0,3.4,89,1,1,1,3,74.3,2,Medio
15,0,7.5,90,2,1,0,2,89.2,3,Alto
23,0,0.9,53,1,0,0,2,76.1,1,Bajo
18,0,5.2,86,3,1,0,3,96.1,1,Medio
18,0,3.4,56,3,0,0,2,64.3,3,Bajo
18,1,3.0,90,3,0,0,3,55.9,1,Bajo
24,0,1.7,53,2,1,0,3,52.5,1,Bajo
23,0,1.4,72,3,1,1,1,71.9,2,Bajo
20,1,4.1,93,3,0,0,2,65.3,2,Medio
22,1,3.0,93,1,1,1,3,98.4,2,Medio
18,0,3.9,55,3,1,0,3,94.1,1,Bajo
17,1,1.6,94,2,1,0,2,71.5,1,Bajo
15,1,2.8,58,2,1,0,3,50.8,2,Bajo
24,0,8.0,58,1,1,1,2,54.7,1,Bajo
21,0,2.9,70,2,1,1,1,60.8,3,Bajo
18,1,3.3,52,2,1,0,2,69.6,1,Bajo
22,1,0.2,62,1,0,1,1,90.1,1,Bajo
17,1,3.0,87,3,1,1,2,92.6,3,Medio
15,1,6.1,67,1,0,1,1,100.0,1,Medio
19,1,4.1,95,1,1,0,3,76.6,3,Medio
16,1,5.3,80,3,1,1,1,97.4,2,Medio
17,0,4.5,78,1,1,0,2,82.7,1,Medio
20,0,0.8,51,2,1,1,3,73.9,1,Bajo
17,1,2.7,80,1,1,1,3,56.8,2,Bajo
17,1,5.6,87,3,0,1,2,95.8,3,Alto
20,0,4.4,56,3,1,1,2,94.7,3,Bajo
19,1,5.4,89,1,1,1,3,94.0,3,Alto
24,0,2.9,59,3,0,0,3,98.2,3,Bajo
23,1,1.5,62,1,0,1,2,91.0,3,Bajo
15,1,6.6,50,2,1,0,3,50.3,1,Bajo
17,1,3.0,86,2,0,1,3,85.8,1,Medio
17,1,5.2,74,3,1,0,2,70.8,1,Medio
20,0,3.0,79,3,0,1,1,97.2,2,Medio
22,0,7.4,51,1,1,1,2,89.2,1,Bajo
17,0,7.9,85,2,1,0,3,90.2,2,Alto
17,0,5.2,73,3,0,0,3,55.4,1,Bajo
20,1,4.8,61,2,0,1,3,73.2,3,Medio
22,0,6.7,54,1,1,1,3,72.8,2,Bajo
20,0,4.1,64,2,0,1,3,74.7,1,Medio
24,0,7.0,91,1,1,1,3,89.8,3,Alto
17,1,3.3,98,3,0,1,1,61.0,2,Bajo
18,1,0.3,95,3,1,0,3,59.0,1,Bajo
15,1,7.4,56,3,0,1,2,92.9,3,Bajo
22,1,5.8,51,3,0,0,1,91.7,1,Bajo
18,1,4.1,52,1,0,1,3,83.3,3,Bajo
20,0,7.6,53,1,0,0,2,53.1,1,Bajo
17,0,7.1,97,3,1,0,1,86.0,3,Alto
20,0,0.9,65,3,1,1,2,55.4,1,Bajo
23,0,5.0,76,2,0,1,3,69.8,3,Medio
23,1,4.3,71,1,1,1,2,92.0,3,Medio
24,0,6.2,52,2,1,1,1,51.5,1,Bajo
17,1,2.4,98,1,0,0,2,81.7,2,Medio
17,1,0.1,66,1,1,0,2,77.6,2,Bajo
18,0,1.5,71,3,0,0,3,68.8,2,Bajo
21,0,1.7,56,3,1,1,2,60.7,3,Bajo
17,0,2.3,79,2,0,0,1,58.3,1,Bajo
24,0,3.0,57,3,1,0,1,92.0,1,Bajo
22,0,5.7,68,3,1,1,3,55.5,2,Bajo
22,1,0.6,56,3,1,1,3,98.3,2,Bajo
20,0,3.9,50,1,0,1,2,59.8,3,Bajo
18,1,4.0,65,3,1,1,1,86.1,3,Medio
19,1,4.9,99,3,0,0,3,77.9,2,Medio
16,0,2.5,89,1,1,0,1,68.7,1,Medio
20,1,2.1,80,2,1,1,2,95.7,2,Medio
17,1,3.9,88,3,1,1,3,51.7,2,Bajo
20,1,5.3,76,3,1,0,1,88.4,3,Medio
19,1,0.4,59,1,0,1,1,87.0,2,Bajo
16,1,2.3,83,3,0,1,1,91.8,1,Medio
19,0,6.3,96,3,0,0,2,94.6,3,Alto
19,0,3.9,63,1,0,0,1,72.9,2,Medio
23,0,7.6,51,2,0,0,3,83.8,2,Bajo
22,1,6.9,88,1,0,0,2,78.8,3,Medio
21,1,2.8,71,3,0,0,2,79.6,2,Medio
17,0,5.8,75,2,1,0,3,51.2,2,Bajo
24,1,2.2,93,1,0,0,3,98.1,2,Medio
18,1,1.4,54,3,1,1,2,58.1,3,Bajo
20,1,7.0,87,3,0,1,1,70.7,3,Medio
17,1,2.8,65,2,0,0,2,85.0,3,Medio
23,1,1.6,61,2,0,0,3,60.7,3,Bajo
22,0,7.7,90,3,0,0,2,55.8,3,Bajo
20,0,0.2,93,2,0,0,3,94.8,2,Bajo
18,1,2.9,91,3,1,1,2,79.0,3,Medio
21,0,0.3,66,2,0,0,3,56.7,1,Bajo
17,0,4.0,74,1,0,1,2,93.7,1,Medio
24,1,3.2,73,1,1,0,1,59.4,2,Bajo
22,0,5.8,60,2,0,0,3,82.9,1,Bajo
15,0,7.6,67,2,0,0,3,92.8,3,Medio
17,1,4.2,85,3,1,1,1,81.0,2,Medio
19,0,2.3,52,3,0,1,1,50.3,3,Bajo
19,1,7.0,68,3,1,1,1,82.5,1,Medio
24,0,4.8,55,1,0,0,1,78.4,2,Bajo
16,0,4.4,72,1,1,1,1,76.4,2,Medio
24,0,1.5,89,1,1,0,1,65.3,3,Bajo
22,0,0.3,56,2,1,1,2,81.3,1,Bajo
19,1,3.7,96,1,0,0,2,50.8,2,Bajo
21,1,4.2,93,2,0,0,2,75.9,1,Medio
21,0,1.0,96,2,0,0,3,66.4,3,Bajo
19,1,0.5,58,2,1,1,3,52.4,1,Bajo
22,1,1.7,51,1,1,1,1,63.1,3,Bajo
23,0,0.5,96,1,1,1,3,91.8,2,Bajo
18,0,0.4,99,2,0,0,2,62.9,1,Bajo
18,1,3.6,94,1,1,1,2,73.6,2,Medio
22,1,6.5,97,2,1,1,3,78.3,3,Medio
15,1,5.3,96,2,1,0,2,64.4,1,Bajo
18,1,5.4,60,1,1,1,2,77.2,1,Bajo
20,0,2.1,52,2,1,1,3,97.8,2,Bajo
18,1,0.1,91,1,1,0,2,59.2,3,Bajo
20,1,3.6,98,1,0,1,2,94.6,2,Medio
19,1,3.0,79,2,0,1,3,78.1,2,Medio
23,0,7.6,57,3,0,1,3,89.0,2,Bajo
24,1,0.6,86,1,0,1,3,80.0,1,Bajo
23,1,6.2,70,2,1,0,1,65.3,2,Medio
18,0,3.1,57,3,1,1,2,78.7,3,Bajo
18,0,6.6,96,3,1,1,2,71.3,2,Medio
22,1,4.0,60,3,1,1,2,79.7,2,Bajo
24,0,6.6,90,2,1,0,3,78.3,3,Medio
18,1,3.7,83,2,0,0,2,83.9,1,Medio
16,1,3.2,88,3,1,0,1,86.3,1,Medio
16,0,7.7,65,2,1,0,2,77.4,1,Medio
15,0,3.0,56,1,1,0,2,90.5,3,Bajo
19,0,6.4,53,3,1,0,2,84.3,3,Bajo
20,1,0.5,81,3,1,1,3,62.7,2,Bajo
23,0,0.5,86,3,0,1,3,96.9,2,Bajo
19,1,3.5,95,3,1,0,3,53.6,3,Bajo
20,0,4.7,71,2,0,0,3,81.7,1,Medio
20,1,4.9,56,3,1,1,3,80.6,2,Bajo
17,1,0.3,62,3,0,0,1,72.2,1,Bajo
18,0,5.6,67,3,1,1,2,73.9,3,Medio
15,0,1.0,91,3,0,0,1,88.9,2,Bajo
18,1,7.6,83,1,1,1,3,86.1,1,Medio
15,0,2.7,62,3,1,1,1,70.7,2,Medio
19,0,2.1,83,2,0,1,2,60.7,3,Bajo
22,0,2.3,78,1,1,0,3,53.1,2,Bajo
22,0,7.5,96,1,0,1,3,86.2,3,Alto
19,0,3.9,54,3,1,1,2,84.8,2,Bajo
24,0,3.5,80,2,1,1,3,64.2,3,Bajo
16,0,4.5,60,1,1,0,1,97.6,2,Bajo
20,1,7.4,87,1,1,1,2,82.5,2,Alto
15,0,2.5,96,2,1,1,3,83.3,3,Medio
21,1,1.4,53,1,0,1,3,78.2,3,Bajo
18,0,4.8,56,3,0,0,2,82.3,1,Bajo
19,1,3.9,72,1,1,0,3,100.0,1,Medio
20,1,0.5,80,3,1,0,1,90.1,3,Bajo
15,0,4.2,66,2,0,0,3,71.1,1,Medio
23,0,4.5,59,2,1,1,2,59.7,3,Bajo
24,0,5.6,71,1,1,1,3,87.7,3,Medio
18,0,8.0,79,2,1,0,3,94.0,1,Medio
22,1,3.4,78,3,0,0,3,76.1,2,Medio
19,1,4.1,66,3,1,1,2,96.2,2,Medio
22,0,0.6,92,3,1,1,3,77.9,2,Bajo
15,1,6.7,70,1,0,0,3,60.8,3,Bajo
22,0,0.8,71,3,0,0,1,71.3,3,Bajo
18,1,7.5,97,3,1,1,1,71.1,3,Medio
16,0,2.8,88,2,1,1,2,58.7,2,Bajo
20,1,2.7,89,1,0,1,1,84.4,2,Medio
16,0,2.6,97,2,0,1,2,92.1,3,Medio
19,1,7.6,97,3,1,1,2,60.4,3,Bajo
16,0,7.8,71,3,0,1,3,88.4,2,Medio
17,0,7.8,76,2,0,0,1,57.3,3,Bajo
20,1,5.6,72,2,1,1,1,66.6,2,Medio
15,1,0.9,53,2,0,1,1,87.0,1,Bajo
20,1,3.1,75,3,1,1,1,70.0,3,Medio
17,1,2.3,88,2,0,0,1,50.4,3,Bajo
21,1,5.7,66,1,0,0,3,90.7,3,Medio
16,0,3.9,52,1,1,0,1,61.2,2,Bajo
20,1,4.9,66,2,1,0,3,92.8,1,Medio
22,1,0.1,92,1,1,1,3,62.7,2,Bajo
15,1,6.3,89,1,1,0,1,62.7,1,Bajo
23,1,7.6,68,1,1,0,2,94.2,2,Medio
19,0,5.4,88,2,0,0,2,67.5,3,Medio
19,0,6.8,67,1,1,0,1,83.3,1,Medio
19,0,3.8,77,1,0,1,2,67.9,1,Medio
20,0,0.2,64,3,0,1,2,77.1,1,Bajo
16,1,7.9,75,2,1,1,3,88.5,2,Medio
20,0,0.5,84,3,0,1,1,95.9,2,Bajo
18,0,1.5,65,3,0,0,1,82.6,2,Bajo
22,1,0.4,64,2,0,0,3,69.0,1,Bajo
23,1,5.0,54,1,1,0,1,69.7,1,Bajo
23,1,4.7,95,3,1,0,3,57.8,1,Bajo
22,1,1.7,73,1,0,1,2,78.3,2,Bajo
17,1,7.7,51,1,1,0,2,92.1,1,Bajo
24,1,7.3,85,1,1,0,3,56.5,2,Bajo
18,0,2.2,94,2,1,0,1,63.1,1,Bajo
15,0,5.3,97,3,1,1,1,51.0,2,Bajo
23,1,6.8,80,3,0,1,2,76.3,2,Medio
19,0,2.9,79,2,0,1,1,52.9,2,Bajo
20,1,2.0,61,1,1,1,3,79.0,2,Bajo
17,1,2.0,86,1,0,1,1,64.2,2,Bajo
24,0,6.6,70,1,0,1,3,90.1,1,Medio
22,0,3.7,61,2,1,0,2,76.7,1,Medio
21,0,5.7,89,3,1,1,1,74.1,1,Medio
15,0,5.2,86,3,1,1,2,61.6,2,Bajo
24,0,2.4,84,2,0,0,2,96.3,2,Medio
19,1,1.7,71,3,0,0,1,97.6,2,Bajo
24,0,1.0,94,3,0,0,2,87.7,3,Bajo
23,0,0.2,85,2,0,0,2,65.3,2,Bajo
20,1,0.7,57,3,0,0,3,89.4,1,Bajo
22,0,2.0,76,1,1,0,2,86.2,2,Bajo
24,0,5.7,76,1,0,1,1,60.6,2,Bajo
15,0,1.2,85,2,0,1,1,54.1,1,Bajo
24,0,4.2,56,1,1,1,2,59.7,2,Bajo
21,0,2.0,52,1,1,1,3,93.3,2,Bajo
17,1,4.1,53,1,0,0,2,57.8,2,Bajo
23,0,6.0,73,3,0,1,2,89.6,2,Medio
20,0,2.1,57,3,0,1,2,65.9,3,Bajo
19,1,2.8,94,1,1,1,3,86.2,3,Medio
22,0,5.8,62,1,1,0,3,95.0,3,Medio
22,1,4.4,58,2,0,1,3,89.4,1,Bajo
17,1,0.8,69,1,0,0,1,76.9,2,Bajo
16,1,6.1,69,2,0,1,2,50.2,1,Bajo
16,0,2.2,54,1,1,0,3,56.9,2,Bajo
19,0,3.1,95,3,1,1,1,89.2,3,Medio
24,0,2.0,54,2,0,1,2,54.9,2,Bajo
21,0,4.3,84,1,1,1,2,98.7,3,Medio
22,1,5.7,50,2,0,1,3,98.5,1,Bajo
24,1,6.4,91,1,1,0,3,64.7,3,Bajo
22,1,7.4,64,3,0,0,3,51.7,3,Bajo
22,0,2.9,66,2,0,0,3,87.3,3,Medio
24,1,7.5,61,2,0,0,3,59.6,2,Bajo
17,0,4.9,95,3,1,1,1,86.7,1,Medio
16,1,3.1,85,1,1,1,1,66.7,1,Medio
18,1,7.1,92,3,0,1,2,68.6,2,Medio
15,1,4.6,64,3,1,0,3,80.0,3,Medio
17,0,3.6,63,2,0,0,2,58.2,3,Bajo
23,1,0.1,76,1,1,0,3,98.5,1,Bajo
21,1,5.7,99,2,1,0,1,52.2,3,Bajo
21,0,0.6,71,2,0,0,2,97.4,2,Bajo
15,1,2.3,58,2,0,1,1,64.9,1,Bajo
21,1,7.7,96,2,1,0,2,83.3,3,Alto
24,0,1.2,70,3,1,1,3,99.9,3,Bajo
21,0,2.5,52,1,1,1,2,61.8,1,Bajo
18,0,7.5,80,3,1,1,2,73.8,2,Medio
21,0,2.7,62,2,1,1,2,51.2,2,Bajo
22,1,2.6,51,2,0,0,2,60.7,3,Bajo
17,1,5.2,96,2,0,1,1,56.9,2,Bajo
24,0,1.1,63,3,1,1,1,87.7,1,Bajo
16,1,7.8,56,3,1,0,3,84.6,3,Bajo
21,1,2.2,78,1,0,1,2,74.4,3,Medio
19,0,6.3,53,1,1,1,1,50.1,2,Bajo
19,1,2.3,53,2,0,0,3,60.3,1,Bajo
19,1,2.2,73,3,1,1,1,83.8,1,Medio
21,1,0.5,91,3,0,1,1,50.7,1,Bajo
23,0,1.0,70,2,1,0,1,79.1,1,Bajo
22,1,4.2,94,2,0,1,3,58.0,2,Bajo
20,1,4.6,77,2,0,0,2,79.1,1,Medio
21,1,6.5,87,2,0,1,1,89.5,1,Medio
23,0,0.5,57,3,0,0,2,93.7,1,Bajo
20,0,2.8,91,2,0,0,2,71.6,1,Medio
15,1,1.6,66,1,1,1,1,80.2,1,Bajo
18,1,2.9,58,2,0,1,2,76.7,2,Bajo
22,0,2.8,95,2,1,1,2,77.0,1,Medio
21,0,2.8,69,2,0,0,2,69.3,1,Medio
17,0,2.5,54,1,1,1,3,89.5,1,Bajo
24,0,6.1,84,3,1,1,3,66.9,1,Medio
17,1,5.5,90,1,0,1,1,79.6,1,Medio
17,0,2.7,78,1,0,0,1,72.8,1,Medio
15,0,1.2,61,3,0,1,1,67.2,3,Bajo
24,0,4.1,81,1,0,0,1,68.3,3,Medio
15,0,7.4,80,3,1,0,1,71.7,3,Medio
20,1,1.0,80,2,1,1,3,70.4,3,Bajo
15,1,6.0,50,3,1,0,1,85.4,2,Bajo
19,1,4.8,92,1,1,1,1,78.2,2,Medio
18,1,4.7,54,2,1,1,1,75.5,2,Bajo
19,0,7.5,85,1,0,1,3,58.6,2,Bajo
21,1,7.6,61,2,1,0,2,73.6,3,Medio
20,1,2.0,65,1,0,0,1,74.2,3,Bajo
23,0,6.5,65,2,1,1,3,85.4,2,Medio
20,1,5.0,70,2,1,0,2,71.9,1,Medio
23,1,3.3,82,1,1,0,3,76.0,1,Medio
18,1,5.3,75,1,0,0,2,70.0,2,Medio
15,0,7.6,52,2,1,1,3,98.9,1,Bajo
15,0,4.1,72,1,0,1,1,92.8,2,Medio
24,0,7.5,74,1,1,1,2,52.2,2,Bajo
21,1,5.1,69,2,0,1,3,92.9,2,Medio
17,0,3.9,96,3,0,1,2,68.2,2,Medio
16,0,5.2,98,2,1,1,1,66.6,2,Medio
20,1,4.8,85,3,1,1,1,54.8,1,Bajo
20,0,3.4,84,1,0,0,3,95.3,2,Medio
21,1,4.5,92,3,0,0,1,93.9,2,Medio
19,1,5.6,82,1,1,0,3,96.7,2,Alto
22,0,6.7,54,2,0,0,1,88.6,3,Bajo
21,1,2.4,53,2,1,0,3,55.3,2,Bajo
16,1,0.1,57,2,0,1,1,51.3,1,Bajo
15,1,4.4,60,1,0,1,2,95.5,1,Bajo
23,0,3.9,92,1,0,1,2,77.5,3,Medio
19,1,0.4,99,1,0,0,1,61.9,2,Bajo
19,0,5.1,76,2,0,1,2,54.3,1,Bajo
24,0,7.5,59,1,0,1,2,57.3,1,Bajo
18,1,3.2,94,3,0,1,3,57.9,1,Bajo
16,1,7.2,69,2,0,0,1,82.0,3,Medio
19,1,6.5,81,1,0,0,1,62.8,1,Bajo
16,1,1.3,97,1,0,0,3,65.3,2,Bajo
21,1,6.3,76,3,1,1,2,79.9,1,Medio
23,0,4.1,98,2,0,1,2,89.5,2,Medio
23,0,7.3,67,3,0,1,3,70.0,2,Medio
20,1,1.5,75,1,1,1,3,51.9,2,Bajo
15,0,1.0,84,1,0,0,2,82.6,3,Bajo
20,0,1.9,77,3,0,1,1,84.2,1,Bajo
19,0,0.5,50,2,1,0,3,66.8,2,Bajo
18,1,2.6,83,1,0,0,1,50.1,3,Bajo
20,0,2.3,75,3,1,0,2,78.6,2,Medio
20,0,3.3,55,2,1,0,2,88.7,1,Bajo
20,0,3.7,99,1,1,0,3,61.0,2,Bajo
16,1,1.2,98,3,1,0,2,75.6,1,Bajo
21,0,5.0,95,3,1,1,1,84.9,1,Medio
18,1,1.8,74,2,0,1,3,79.5,1,Bajo
23,0,1.0,66,1,0,1,3,88.6,1,Bajo
24,1,5.7,75,2,0,1,2,70.4,1,Medio
16,0,0.2,70,2,0,1,1,93.5,2,Bajo
19,1,2.9,81,1,0,1,2,65.9,1,Medio
18,0,1.2,74,1,0,1,1,57.7,3,Bajo
23,1,7.1,81,2,1,1,1,89.2,1,Medio
18,1,6.6,90,2,0,0,3,50.5,2,Bajo
22,0,0.5,68,1,1,1,2,97.5,3,Bajo
22,0,4.4,51,3,0,0,2,53.7,2,Bajo
20,1,2.4,84,3,0,0,3,89.4,3,Medio
20,1,1.5,65,1,1,0,2,56.1,3,Bajo
